SA1_CODE_2021,UCL_CODE_2021
11902136630,101001
11902136631,101001
11902136632,101001
11902136633,101001
11902136634,101001
11902136635,101001
11902136636,101001
11902136637,101001
11902136638,101001
11903137110,101001
11903137111,101001
11903137112,101001
11903137113,101001
11903137114,101001
11903137115,101001
11903137116,101001
11903137117,101001
11902166020,101001
11902166021,101001
11902166101,101001
11902166102,101001
11902166103,101001
11902166104,101001
11902166105,101001
11902166106,101001
11902166107,101001
11902166108,101001
11902166109,101001
11901165611,101001
11901165612,101001
11901165613,101001
11901165614,101001
11901165615,101001
11901165616,101001
11901165617,101001
11901165618,101001
11901165619,101001
11901165620,101001
11901165621,101001
11901165622,101001
